[2026-04-03T01:02:38.079+0600][0.005s][info][gc,init] CardTable entry size: 512
[2026-04-03T01:02:42.360+0600][4.287s][info][gc,phases   ] GC(15)   Pre Evacuate Collection Set: 0.22ms
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,phases   ] GC(15)   Merge Heap Roots: 0.07ms
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,phases   ] GC(15)   Evacuate Collection Set: 24.60ms
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,phases   ] GC(15)   Post Evacuate Collection Set: 1.08ms
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,phases   ] GC(15)   Other: 0.14ms
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,heap     ] GC(15) Eden regions: 126->0(165)
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,heap     ] GC(15) Survivor regions: 19->11(19)
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,heap     ] GC(15) Old regions: 40->58
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,heap     ] GC(15) Humongous regions: 0->0
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,metaspace] GC(15) Metaspace: 8863K(9088K)->8863K(9088K) NonClass: 8019K(8128K)->8019K(8128K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:42.361+0600][4.287s][info][gc          ] GC(15) Pause Young (Normal) (G1 Evacuation Pause) 368M->134M(774M) 26.477ms
[2026-04-03T01:02:42.361+0600][4.287s][info][gc,cpu      ] GC(15) User=0.21s Sys=0.04s Real=0.03s
[2026-04-03T01:02:42.731+0600][4.658s][info][gc,start    ] GC(16) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:42.731+0600][4.658s][info][gc,task     ] GC(16) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,phases   ] GC(16)   Pre Evacuate Collection Set: 0.38ms
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,phases   ] GC(16)   Merge Heap Roots: 0.14ms
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,phases   ] GC(16)   Evacuate Collection Set: 17.10ms
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,phases   ] GC(16)   Post Evacuate Collection Set: 0.57ms
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,phases   ] GC(16)   Other: 0.13ms
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,heap     ] GC(16) Eden regions: 165->0(155)
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,heap     ] GC(16) Survivor regions: 11->20(22)
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,heap     ] GC(16) Old regions: 58->58
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,heap     ] GC(16) Humongous regions: 0->0
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,metaspace] GC(16) Metaspace: 8869K(9088K)->8869K(9088K) NonClass: 8025K(8128K)->8025K(8128K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:42.750+0600][4.676s][info][gc          ] GC(16) Pause Young (Normal) (G1 Evacuation Pause) 464M->153M(774M) 18.608ms
[2026-04-03T01:02:42.750+0600][4.676s][info][gc,cpu      ] GC(16) User=0.19s Sys=0.00s Real=0.02s
[2026-04-03T01:02:43.115+0600][5.041s][info][gc,start    ] GC(17) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:43.115+0600][5.041s][info][gc,task     ] GC(17) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:43.143+0600][5.069s][info][gc,phases   ] GC(17)   Pre Evacuate Collection Set: 0.39ms
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,phases   ] GC(17)   Merge Heap Roots: 0.12ms
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,phases   ] GC(17)   Evacuate Collection Set: 24.80ms
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,phases   ] GC(17)   Post Evacuate Collection Set: 2.70ms
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,phases   ] GC(17)   Other: 0.10ms
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,heap     ] GC(17) Eden regions: 155->0(167)
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,heap     ] GC(17) Survivor regions: 20->22(22)
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,heap     ] GC(17) Old regions: 58->67
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,heap     ] GC(17) Humongous regions: 0->0
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,metaspace] GC(17) Metaspace: 8876K(9088K)->8876K(9088K) NonClass: 8032K(8128K)->8032K(8128K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:43.143+0600][5.070s][info][gc          ] GC(17) Pause Young (Normal) (G1 Evacuation Pause) 463M->175M(1012M) 28.344ms
[2026-04-03T01:02:43.143+0600][5.070s][info][gc,cpu      ] GC(17) User=0.24s Sys=0.02s Real=0.03s
[2026-04-03T01:02:43.632+0600][5.559s][info][gc,start    ] GC(18) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:43.632+0600][5.559s][info][gc,task     ] GC(18) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:43.663+0600][5.589s][info][gc,phases   ] GC(18)   Pre Evacuate Collection Set: 0.41ms
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,phases   ] GC(18)   Merge Heap Roots: 0.20ms
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,phases   ] GC(18)   Evacuate Collection Set: 29.16ms
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,phases   ] GC(18)   Post Evacuate Collection Set: 0.92ms
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,phases   ] GC(18)   Other: 0.13ms
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,heap     ] GC(18) Eden regions: 167->0(177)
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,heap     ] GC(18) Survivor regions: 22->23(24)
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,heap     ] GC(18) Old regions: 67->78
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,heap     ] GC(18) Humongous regions: 0->0
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,metaspace] GC(18) Metaspace: 8876K(9088K)->8876K(9088K) NonClass: 8032K(8128K)->8032K(8128K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:43.663+0600][5.590s][info][gc          ] GC(18) Pause Young (Normal) (G1 Evacuation Pause) 509M->199M(1012M) 31.119ms
[2026-04-03T01:02:43.663+0600][5.590s][info][gc,cpu      ] GC(18) User=0.27s Sys=0.02s Real=0.03s
[2026-04-03T01:02:44.070+0600][5.996s][info][gc,start    ] GC(19) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:44.070+0600][5.996s][info][gc,task     ] GC(19) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:44.101+0600][6.027s][info][gc,phases   ] GC(19)   Pre Evacuate Collection Set: 0.21ms
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,phases   ] GC(19)   Merge Heap Roots: 0.09ms
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,phases   ] GC(19)   Evacuate Collection Set: 29.93ms
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,phases   ] GC(19)   Post Evacuate Collection Set: 0.90ms
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,phases   ] GC(19)   Other: 0.13ms
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,heap     ] GC(19) Eden regions: 177->0(203)
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,heap     ] GC(19) Survivor regions: 23->24(25)
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,heap     ] GC(19) Old regions: 78->89
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,heap     ] GC(19) Humongous regions: 0->0
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,metaspace] GC(19) Metaspace: 8881K(9088K)->8881K(9088K) NonClass: 8037K(8128K)->8037K(8128K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:44.101+0600][6.028s][info][gc          ] GC(19) Pause Young (Normal) (G1 Evacuation Pause) 553M->224M(1012M) 31.540ms
[2026-04-03T01:02:44.101+0600][6.028s][info][gc,cpu      ] GC(19) User=0.33s Sys=0.00s Real=0.04s
[2026-04-03T01:02:44.773+0600][6.700s][info][gc,start    ] GC(20) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:44.774+0600][6.700s][info][gc,task     ] GC(20) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,phases   ] GC(20)   Pre Evacuate Collection Set: 0.40ms
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,phases   ] GC(20)   Merge Heap Roots: 0.20ms
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,phases   ] GC(20)   Evacuate Collection Set: 33.36ms
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,phases   ] GC(20)   Post Evacuate Collection Set: 1.02ms
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,phases   ] GC(20)   Other: 0.14ms
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,heap     ] GC(20) Eden regions: 203->0(210)
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,heap     ] GC(20) Survivor regions: 24->23(29)
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,heap     ] GC(20) Old regions: 89->101
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,heap     ] GC(20) Humongous regions: 0->0
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,metaspace] GC(20) Metaspace: 8938K(9152K)->8938K(9152K) NonClass: 8094K(8192K)->8094K(8192K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:44.809+0600][6.735s][info][gc          ] GC(20) Pause Young (Normal) (G1 Evacuation Pause) 630M->245M(1012M) 35.435ms
[2026-04-03T01:02:44.809+0600][6.735s][info][gc,cpu      ] GC(20) User=0.32s Sys=0.00s Real=0.03s
[2026-04-03T01:02:45.178+0600][7.105s][info][gc,start    ] GC(21) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:45.178+0600][7.105s][info][gc,task     ] GC(21) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,phases   ] GC(21)   Pre Evacuate Collection Set: 0.26ms
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,phases   ] GC(21)   Merge Heap Roots: 0.16ms
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,phases   ] GC(21)   Evacuate Collection Set: 18.85ms
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,phases   ] GC(21)   Post Evacuate Collection Set: 1.99ms
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,phases   ] GC(21)   Other: 0.11ms
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,heap     ] GC(21) Eden regions: 210->0(342)
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,heap     ] GC(21) Survivor regions: 23->14(30)
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,heap     ] GC(21) Old regions: 101->114
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,heap     ] GC(21) Humongous regions: 0->0
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,metaspace] GC(21) Metaspace: 8940K(9152K)->8940K(9152K) NonClass: 8096K(8192K)->8096K(8192K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:45.200+0600][7.126s][info][gc          ] GC(21) Pause Young (Normal) (G1 Evacuation Pause) 665M->254M(1188M) 21.674ms
[2026-04-03T01:02:45.200+0600][7.126s][info][gc,cpu      ] GC(21) User=0.19s Sys=0.00s Real=0.03s
[2026-04-03T01:02:45.971+0600][7.898s][info][gc,start    ] GC(22) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:45.971+0600][7.898s][info][gc,task     ] GC(22) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,phases   ] GC(22)   Pre Evacuate Collection Set: 0.28ms
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,phases   ] GC(22)   Merge Heap Roots: 0.23ms
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,phases   ] GC(22)   Evacuate Collection Set: 29.75ms
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,phases   ] GC(22)   Post Evacuate Collection Set: 1.18ms
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,phases   ] GC(22)   Other: 0.23ms
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,heap     ] GC(22) Eden regions: 342->0(275)
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,heap     ] GC(22) Survivor regions: 14->34(45)
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,heap     ] GC(22) Old regions: 114->114
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,heap     ] GC(22) Humongous regions: 0->0
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,metaspace] GC(22) Metaspace: 8940K(9152K)->8940K(9152K) NonClass: 8096K(8192K)->8096K(8192K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:46.003+0600][7.930s][info][gc          ] GC(22) Pause Young (Normal) (G1 Evacuation Pause) 938M->293M(1188M) 32.000ms
[2026-04-03T01:02:46.003+0600][7.930s][info][gc,cpu      ] GC(22) User=0.30s Sys=0.01s Real=0.03s
[2026-04-03T01:02:46.508+0600][8.435s][info][gc,start    ] GC(23) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:46.508+0600][8.435s][info][gc,task     ] GC(23) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:46.556+0600][8.482s][info][gc,phases   ] GC(23)   Pre Evacuate Collection Set: 0.45ms
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,phases   ] GC(23)   Merge Heap Roots: 0.25ms
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,phases   ] GC(23)   Evacuate Collection Set: 45.52ms
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,phases   ] GC(23)   Post Evacuate Collection Set: 1.15ms
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,phases   ] GC(23)   Other: 0.14ms
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,heap     ] GC(23) Eden regions: 275->0(315)
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,heap     ] GC(23) Survivor regions: 34->22(39)
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,heap     ] GC(23) Old regions: 114->148
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,heap     ] GC(23) Humongous regions: 0->0
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,metaspace] GC(23) Metaspace: 8940K(9152K)->8940K(9152K) NonClass: 8096K(8192K)->8096K(8192K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:46.556+0600][8.483s][info][gc          ] GC(23) Pause Young (Normal) (G1 Evacuation Pause) 843M->338M(1188M) 47.851ms
[2026-04-03T01:02:46.556+0600][8.483s][info][gc,cpu      ] GC(23) User=0.46s Sys=0.00s Real=0.05s
[2026-04-03T01:02:47.384+0600][9.310s][info][gc,start    ] GC(24) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:47.384+0600][9.310s][info][gc,task     ] GC(24) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,phases   ] GC(24)   Pre Evacuate Collection Set: 0.41ms
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,phases   ] GC(24)   Merge Heap Roots: 0.16ms
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,phases   ] GC(24)   Evacuate Collection Set: 32.44ms
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,phases   ] GC(24)   Post Evacuate Collection Set: 1.28ms
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,phases   ] GC(24)   Other: 0.12ms
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,heap     ] GC(24) Eden regions: 315->0(164)
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,heap     ] GC(24) Survivor regions: 22->40(43)
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,heap     ] GC(24) Old regions: 148->148
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,heap     ] GC(24) Humongous regions: 0->0
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,metaspace] GC(24) Metaspace: 8940K(9152K)->8940K(9152K) NonClass: 8096K(8192K)->8096K(8192K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:47.418+0600][9.345s][info][gc          ] GC(24) Pause Young (Normal) (G1 Evacuation Pause) 968M->373M(1188M) 34.732ms
[2026-04-03T01:02:47.418+0600][9.345s][info][gc,cpu      ] GC(24) User=0.33s Sys=0.00s Real=0.03s
[2026-04-03T01:02:47.675+0600][9.602s][info][gc,start    ] GC(25) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:47.675+0600][9.602s][info][gc,task     ] GC(25) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,phases   ] GC(25)   Pre Evacuate Collection Set: 0.38ms
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,phases   ] GC(25)   Merge Heap Roots: 0.15ms
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,phases   ] GC(25)   Evacuate Collection Set: 20.11ms
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,phases   ] GC(25)   Post Evacuate Collection Set: 1.05ms
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,phases   ] GC(25)   Other: 0.15ms
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,heap     ] GC(25) Eden regions: 164->0(351)
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,heap     ] GC(25) Survivor regions: 40->5(26)
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,heap     ] GC(25) Old regions: 148->182
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,heap     ] GC(25) Humongous regions: 0->0
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,metaspace] GC(25) Metaspace: 8940K(9152K)->8940K(9152K) NonClass: 8096K(8192K)->8096K(8192K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:47.697+0600][9.624s][info][gc          ] GC(25) Pause Young (Normal) (G1 Evacuation Pause) 701M->372M(1188M) 22.198ms
[2026-04-03T01:02:47.697+0600][9.624s][info][gc,cpu      ] GC(25) User=0.21s Sys=0.00s Real=0.02s
[2026-04-03T01:02:48.469+0600][10.396s][info][gc,start    ] GC(26) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:48.469+0600][10.396s][info][gc,task     ] GC(26) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,phases   ] GC(26)   Pre Evacuate Collection Set: 0.31ms
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,phases   ] GC(26)   Merge Heap Roots: 0.30ms
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,phases   ] GC(26)   Evacuate Collection Set: 19.67ms
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,phases   ] GC(26)   Post Evacuate Collection Set: 1.38ms
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,phases   ] GC(26)   Other: 0.14ms
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,heap     ] GC(26) Eden regions: 351->0(334)
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,heap     ] GC(26) Survivor regions: 5->22(45)
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,heap     ] GC(26) Old regions: 182->182
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,heap     ] GC(26) Humongous regions: 0->0
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,metaspace] GC(26) Metaspace: 9102K(9344K)->9102K(9344K) NonClass: 8254K(8384K)->8254K(8384K) Class: 847K(960K)->847K(960K)
[2026-04-03T01:02:48.491+0600][10.418s][info][gc          ] GC(26) Pause Young (Normal) (G1 Evacuation Pause) 1074M->404M(1188M) 22.182ms
[2026-04-03T01:02:48.491+0600][10.418s][info][gc,cpu      ] GC(26) User=0.20s Sys=0.00s Real=0.03s
[2026-04-03T01:02:49.204+0600][11.131s][info][gc,start    ] GC(27) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:49.204+0600][11.131s][info][gc,task     ] GC(27) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:49.224+0600][11.151s][info][gc,phases   ] GC(27)   Pre Evacuate Collection Set: 0.22ms
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,phases   ] GC(27)   Merge Heap Roots: 0.19ms
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,phases   ] GC(27)   Evacuate Collection Set: 18.11ms
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,phases   ] GC(27)   Post Evacuate Collection Set: 1.39ms
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,phases   ] GC(27)   Other: 0.11ms
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,heap     ] GC(27) Eden regions: 334->0(333)
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,heap     ] GC(27) Survivor regions: 22->23(45)
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,heap     ] GC(27) Old regions: 182->182
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,heap     ] GC(27) Humongous regions: 0->0
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,metaspace] GC(27) Metaspace: 9104K(9344K)->9104K(9344K) NonClass: 8256K(8384K)->8256K(8384K) Class: 847K(960K)->847K(960K)
[2026-04-03T01:02:49.225+0600][11.151s][info][gc          ] GC(27) Pause Young (Normal) (G1 Evacuation Pause) 1072M->408M(1188M) 20.369ms
[2026-04-03T01:02:49.225+0600][11.151s][info][gc,cpu      ] GC(27) User=0.18s Sys=0.00s Real=0.02s
[2026-04-03T01:02:50.020+0600][11.946s][info][gc,start    ] GC(28) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:50.020+0600][11.946s][info][gc,task     ] GC(28) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,phases   ] GC(28)   Pre Evacuate Collection Set: 0.38ms
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,phases   ] GC(28)   Merge Heap Roots: 0.16ms
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,phases   ] GC(28)   Evacuate Collection Set: 15.19ms
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,phases   ] GC(28)   Post Evacuate Collection Set: 0.87ms
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,phases   ] GC(28)   Other: 0.26ms
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,heap     ] GC(28) Eden regions: 333->0(329)
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,heap     ] GC(28) Survivor regions: 23->27(45)
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,heap     ] GC(28) Old regions: 182->182
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,heap     ] GC(28) Humongous regions: 0->0
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,metaspace] GC(28) Metaspace: 9141K(9408K)->9141K(9408K) NonClass: 8293K(8448K)->8293K(8448K) Class: 848K(960K)->848K(960K)
[2026-04-03T01:02:50.037+0600][11.963s][info][gc          ] GC(28) Pause Young (Normal) (G1 Evacuation Pause) 1074M->415M(1188M) 17.150ms
[2026-04-03T01:02:50.037+0600][11.963s][info][gc,cpu      ] GC(28) User=0.16s Sys=0.00s Real=0.01s
[2026-04-03T01:02:50.425+0600][12.351s][info][gc,start    ] GC(29) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:50.425+0600][12.351s][info][gc,task     ] GC(29) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,mmu      ] GC(29) MMU target violated: 51.0ms (50.0ms/51.0ms)
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,phases   ] GC(29)   Pre Evacuate Collection Set: 0.42ms
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,phases   ] GC(29)   Merge Heap Roots: 0.21ms
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,phases   ] GC(29)   Evacuate Collection Set: 58.43ms
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,phases   ] GC(29)   Post Evacuate Collection Set: 0.70ms
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,phases   ] GC(29)   Other: 0.20ms
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,heap     ] GC(29) Eden regions: 329->0(183)
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,heap     ] GC(29) Survivor regions: 27->45(45)
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,heap     ] GC(29) Old regions: 182->199
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,heap     ] GC(29) Humongous regions: 0->0
[2026-04-03T01:02:50.485+0600][12.411s][info][gc,metaspace] GC(29) Metaspace: 9141K(9408K)->9141K(9408K) NonClass: 8293K(8448K)->8293K(8448K) Class: 848K(960K)->848K(960K)
[2026-04-03T01:02:50.485+0600][12.412s][info][gc          ] GC(29) Pause Young (Normal) (G1 Evacuation Pause) 1073M->485M(1200M) 60.193ms
[2026-04-03T01:02:50.485+0600][12.412s][info][gc,cpu      ] GC(29) User=0.55s Sys=0.02s Real=0.06s
[2026-04-03T01:02:50.864+0600][12.791s][info][gc,start    ] GC(30) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:50.864+0600][12.791s][info][gc,task     ] GC(30) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,mmu      ] GC(30) MMU target violated: 51.0ms (50.0ms/51.0ms)
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,phases   ] GC(30)   Pre Evacuate Collection Set: 0.35ms
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,phases   ] GC(30)   Merge Heap Roots: 0.21ms
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,phases   ] GC(30)   Evacuate Collection Set: 59.95ms
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,phases   ] GC(30)   Post Evacuate Collection Set: 3.01ms
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,phases   ] GC(30)   Other: 0.29ms
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,heap     ] GC(30) Eden regions: 183->0(11)
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,heap     ] GC(30) Survivor regions: 45->26(29)
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,heap     ] GC(30) Old regions: 199->246
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,heap     ] GC(30) Humongous regions: 4->4
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,metaspace] GC(30) Metaspace: 9166K(9408K)->9166K(9408K) NonClass: 8317K(8448K)->8317K(8448K) Class: 848K(960K)->848K(960K)
[2026-04-03T01:02:50.928+0600][12.855s][info][gc          ] GC(30) Pause Young (Normal) (G1 Evacuation Pause) 859M->551M(1490M) 64.022ms
[2026-04-03T01:02:50.928+0600][12.855s][info][gc,cpu      ] GC(30) User=0.59s Sys=0.01s Real=0.06s
[2026-04-03T01:02:50.984+0600][12.911s][info][gc,start    ] GC(31) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:50.985+0600][12.911s][info][gc,task     ] GC(31) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:51.006+0600][12.933s][info][gc,phases   ] GC(31)   Pre Evacuate Collection Set: 0.42ms
[2026-04-03T01:02:51.006+0600][12.933s][info][gc,phases   ] GC(31)   Merge Heap Roots: 0.13ms
