[2026-04-03T00:58:53.610+0600][0.005s][info][gc,init] CardTable entry size: 512
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,phases   ] GC(15)   Pre Evacuate Collection Set: 0.42ms
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,phases   ] GC(15)   Merge Heap Roots: 0.14ms
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,phases   ] GC(15)   Evacuate Collection Set: 30.22ms
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,phases   ] GC(15)   Post Evacuate Collection Set: 1.23ms
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,phases   ] GC(15)   Other: 0.17ms
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,heap     ] GC(15) Eden regions: 280->0(285)
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,heap     ] GC(15) Survivor regions: 29->24(39)
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,heap     ] GC(15) Old regions: 98->111
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,heap     ] GC(15) Humongous regions: 0->0
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,metaspace] GC(15) Metaspace: 8946K(9216K)->8946K(9216K) NonClass: 8102K(8256K)->8102K(8256K) Class: 843K(960K)->843K(960K)
[2026-04-03T00:59:01.447+0600][7.843s][info][gc          ] GC(15) Pause Young (Normal) (G1 Evacuation Pause) 811M->266M(1030M) 32.542ms
[2026-04-03T00:59:01.447+0600][7.843s][info][gc,cpu      ] GC(15) User=0.30s Sys=0.00s Real=0.03s
[2026-04-03T00:59:02.027+0600][8.423s][info][gc,start    ] GC(16) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:02.027+0600][8.423s][info][gc,task     ] GC(16) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,phases   ] GC(16)   Pre Evacuate Collection Set: 0.29ms
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,phases   ] GC(16)   Merge Heap Roots: 0.19ms
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,phases   ] GC(16)   Evacuate Collection Set: 30.88ms
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,phases   ] GC(16)   Post Evacuate Collection Set: 1.09ms
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,phases   ] GC(16)   Other: 0.14ms
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,heap     ] GC(16) Eden regions: 285->0(280)
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,heap     ] GC(16) Survivor regions: 24->29(39)
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,heap     ] GC(16) Old regions: 111->124
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,heap     ] GC(16) Humongous regions: 0->0
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,metaspace] GC(16) Metaspace: 8946K(9216K)->8946K(9216K) NonClass: 8102K(8256K)->8102K(8256K) Class: 843K(960K)->843K(960K)
[2026-04-03T00:59:02.060+0600][8.456s][info][gc          ] GC(16) Pause Young (Normal) (G1 Evacuation Pause) 836M->304M(1030M) 32.902ms
[2026-04-03T00:59:02.060+0600][8.456s][info][gc,cpu      ] GC(16) User=0.31s Sys=0.00s Real=0.04s
[2026-04-03T00:59:02.538+0600][8.933s][info][gc,start    ] GC(17) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:02.538+0600][8.933s][info][gc,task     ] GC(17) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,phases   ] GC(17)   Pre Evacuate Collection Set: 0.36ms
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,phases   ] GC(17)   Merge Heap Roots: 0.15ms
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,phases   ] GC(17)   Evacuate Collection Set: 39.88ms
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,phases   ] GC(17)   Post Evacuate Collection Set: 1.16ms
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,phases   ] GC(17)   Other: 0.11ms
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,heap     ] GC(17) Eden regions: 280->0(270)
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,heap     ] GC(17) Survivor regions: 29->39(39)
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,heap     ] GC(17) Old regions: 124->133
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,heap     ] GC(17) Humongous regions: 0->0
[2026-04-03T00:59:02.579+0600][8.975s][info][gc,metaspace] GC(17) Metaspace: 8946K(9216K)->8946K(9216K) NonClass: 8102K(8256K)->8102K(8256K) Class: 843K(960K)->843K(960K)
[2026-04-03T00:59:02.580+0600][8.975s][info][gc          ] GC(17) Pause Young (Normal) (G1 Evacuation Pause) 864M->342M(1030M) 41.964ms
[2026-04-03T00:59:02.580+0600][8.975s][info][gc,cpu      ] GC(17) User=0.39s Sys=0.01s Real=0.04s
[2026-04-03T00:59:03.047+0600][9.443s][info][gc,start    ] GC(18) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:03.047+0600][9.443s][info][gc,task     ] GC(18) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,phases   ] GC(18)   Pre Evacuate Collection Set: 0.18ms
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,phases   ] GC(18)   Merge Heap Roots: 0.29ms
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,phases   ] GC(18)   Evacuate Collection Set: 47.05ms
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,phases   ] GC(18)   Post Evacuate Collection Set: 2.13ms
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,phases   ] GC(18)   Other: 0.11ms
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,heap     ] GC(18) Eden regions: 270->0(328)
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,heap     ] GC(18) Survivor regions: 39->38(39)
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,heap     ] GC(18) Old regions: 133->152
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,heap     ] GC(18) Humongous regions: 0->0
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,metaspace] GC(18) Metaspace: 8946K(9216K)->8946K(9216K) NonClass: 8102K(8256K)->8102K(8256K) Class: 843K(960K)->843K(960K)
[2026-04-03T00:59:03.097+0600][9.493s][info][gc          ] GC(18) Pause Young (Normal) (G1 Evacuation Pause) 882M->377M(1222M) 50.057ms
[2026-04-03T00:59:03.097+0600][9.493s][info][gc,cpu      ] GC(18) User=0.46s Sys=0.00s Real=0.05s
[2026-04-03T00:59:03.879+0600][10.274s][info][gc,start    ] GC(19) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:03.879+0600][10.275s][info][gc,task     ] GC(19) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,phases   ] GC(19)   Pre Evacuate Collection Set: 0.39ms
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,phases   ] GC(19)   Merge Heap Roots: 0.16ms
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,phases   ] GC(19)   Evacuate Collection Set: 13.99ms
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,phases   ] GC(19)   Post Evacuate Collection Set: 1.00ms
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,phases   ] GC(19)   Other: 0.13ms
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,heap     ] GC(19) Eden regions: 328->0(350)
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,heap     ] GC(19) Survivor regions: 38->16(46)
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,heap     ] GC(19) Old regions: 152->162
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,heap     ] GC(19) Humongous regions: 0->0
[2026-04-03T00:59:03.895+0600][10.290s][info][gc,metaspace] GC(19) Metaspace: 8961K(9216K)->8961K(9216K) NonClass: 8118K(8256K)->8118K(8256K) Class: 843K(960K)->843K(960K)
[2026-04-03T00:59:03.895+0600][10.290s][info][gc          ] GC(19) Pause Young (Normal) (G1 Evacuation Pause) 1033M->354M(1222M) 15.996ms
[2026-04-03T00:59:03.895+0600][10.291s][info][gc,cpu      ] GC(19) User=0.14s Sys=0.00s Real=0.02s
[2026-04-03T00:59:04.683+0600][11.079s][info][gc,start    ] GC(20) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:04.683+0600][11.079s][info][gc,task     ] GC(20) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:04.699+0600][11.094s][info][gc,phases   ] GC(20)   Pre Evacuate Collection Set: 0.34ms
[2026-04-03T00:59:04.699+0600][11.094s][info][gc,phases   ] GC(20)   Merge Heap Roots: 0.25ms
[2026-04-03T00:59:04.699+0600][11.094s][info][gc,phases   ] GC(20)   Evacuate Collection Set: 13.96ms
[2026-04-03T00:59:04.699+0600][11.094s][info][gc,phases   ] GC(20)   Post Evacuate Collection Set: 1.04ms
[2026-04-03T00:59:04.699+0600][11.094s][info][gc,phases   ] GC(20)   Other: 0.13ms
[2026-04-03T00:59:04.699+0600][11.095s][info][gc,heap     ] GC(20) Eden regions: 350->0(344)
[2026-04-03T00:59:04.699+0600][11.095s][info][gc,heap     ] GC(20) Survivor regions: 16->22(46)
[2026-04-03T00:59:04.699+0600][11.095s][info][gc,heap     ] GC(20) Old regions: 162->162
[2026-04-03T00:59:04.699+0600][11.095s][info][gc,heap     ] GC(20) Humongous regions: 0->0
[2026-04-03T00:59:04.699+0600][11.095s][info][gc,metaspace] GC(20) Metaspace: 9109K(9344K)->9109K(9344K) NonClass: 8261K(8384K)->8261K(8384K) Class: 848K(960K)->848K(960K)
[2026-04-03T00:59:04.699+0600][11.095s][info][gc          ] GC(20) Pause Young (Normal) (G1 Evacuation Pause) 1054M->366M(1222M) 16.052ms
[2026-04-03T00:59:04.699+0600][11.095s][info][gc,cpu      ] GC(20) User=0.14s Sys=0.01s Real=0.01s
[2026-04-03T00:59:05.410+0600][11.805s][info][gc,start    ] GC(21) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:05.410+0600][11.805s][info][gc,task     ] GC(21) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,phases   ] GC(21)   Pre Evacuate Collection Set: 0.28ms
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,phases   ] GC(21)   Merge Heap Roots: 0.18ms
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,phases   ] GC(21)   Evacuate Collection Set: 17.50ms
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,phases   ] GC(21)   Post Evacuate Collection Set: 0.85ms
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,phases   ] GC(21)   Other: 0.10ms
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,heap     ] GC(21) Eden regions: 344->0(335)
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,heap     ] GC(21) Survivor regions: 22->31(46)
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,heap     ] GC(21) Old regions: 162->162
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,heap     ] GC(21) Humongous regions: 0->0
[2026-04-03T00:59:05.429+0600][11.824s][info][gc,metaspace] GC(21) Metaspace: 9115K(9344K)->9115K(9344K) NonClass: 8266K(8384K)->8266K(8384K) Class: 848K(960K)->848K(960K)
[2026-04-03T00:59:05.429+0600][11.825s][info][gc          ] GC(21) Pause Young (Normal) (G1 Evacuation Pause) 1054M->383M(1222M) 19.204ms
[2026-04-03T00:59:05.429+0600][11.825s][info][gc,cpu      ] GC(21) User=0.17s Sys=0.00s Real=0.02s
[2026-04-03T00:59:06.069+0600][12.464s][info][gc,start    ] GC(22) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:06.069+0600][12.465s][info][gc,task     ] GC(22) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,phases   ] GC(22)   Pre Evacuate Collection Set: 0.34ms
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,phases   ] GC(22)   Merge Heap Roots: 0.12ms
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,phases   ] GC(22)   Evacuate Collection Set: 34.82ms
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,phases   ] GC(22)   Post Evacuate Collection Set: 1.33ms
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,phases   ] GC(22)   Other: 0.09ms
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,heap     ] GC(22) Eden regions: 335->0(321)
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,heap     ] GC(22) Survivor regions: 31->45(46)
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,heap     ] GC(22) Old regions: 162->170
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,heap     ] GC(22) Humongous regions: 0->0
[2026-04-03T00:59:06.106+0600][12.501s][info][gc,metaspace] GC(22) Metaspace: 9139K(9344K)->9139K(9344K) NonClass: 8290K(8384K)->8290K(8384K) Class: 848K(960K)->848K(960K)
[2026-04-03T00:59:06.106+0600][12.501s][info][gc          ] GC(22) Pause Young (Normal) (G1 Evacuation Pause) 1053M->427M(1222M) 37.027ms
[2026-04-03T00:59:06.106+0600][12.502s][info][gc,cpu      ] GC(22) User=0.35s Sys=0.00s Real=0.04s
[2026-04-03T00:59:06.540+0600][12.936s][info][gc,start    ] GC(23) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:06.540+0600][12.936s][info][gc,task     ] GC(23) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,phases   ] GC(23)   Pre Evacuate Collection Set: 0.19ms
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,phases   ] GC(23)   Merge Heap Roots: 0.20ms
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,phases   ] GC(23)   Evacuate Collection Set: 70.28ms
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,phases   ] GC(23)   Post Evacuate Collection Set: 0.69ms
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,phases   ] GC(23)   Other: 0.10ms
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,heap     ] GC(23) Eden regions: 321->0(297)
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,heap     ] GC(23) Survivor regions: 45->46(46)
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,heap     ] GC(23) Old regions: 170->213
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,heap     ] GC(23) Humongous regions: 4->4
[2026-04-03T00:59:06.612+0600][13.007s][info][gc,metaspace] GC(23) Metaspace: 9165K(9408K)->9165K(9408K) NonClass: 8316K(8448K)->8316K(8448K) Class: 848K(960K)->848K(960K)
[2026-04-03T00:59:06.612+0600][13.008s][info][gc          ] GC(23) Pause Young (Normal) (G1 Evacuation Pause) 1077M->524M(1258M) 71.737ms
[2026-04-03T00:59:06.612+0600][13.008s][info][gc,cpu      ] GC(23) User=0.67s Sys=0.03s Real=0.07s
[2026-04-03T00:59:07.490+0600][13.886s][info][gc,start    ] GC(24) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:07.490+0600][13.886s][info][gc,task     ] GC(24) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,phases   ] GC(24)   Pre Evacuate Collection Set: 0.18ms
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,phases   ] GC(24)   Merge Heap Roots: 0.11ms
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,phases   ] GC(24)   Evacuate Collection Set: 30.00ms
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,phases   ] GC(24)   Post Evacuate Collection Set: 0.94ms
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,phases   ] GC(24)   Other: 0.09ms
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,heap     ] GC(24) Eden regions: 297->0(305)
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,heap     ] GC(24) Survivor regions: 46->5(43)
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,heap     ] GC(24) Old regions: 213->259
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,heap     ] GC(24) Humongous regions: 4->4
[2026-04-03T00:59:07.522+0600][13.917s][info][gc,metaspace] GC(24) Metaspace: 9165K(9408K)->9165K(9408K) NonClass: 8316K(8448K)->8316K(8448K) Class: 848K(960K)->848K(960K)
[2026-04-03T00:59:07.522+0600][13.918s][info][gc          ] GC(24) Pause Young (Normal) (G1 Evacuation Pause) 1118M->535M(1258M) 31.584ms
[2026-04-03T00:59:07.522+0600][13.918s][info][gc,cpu      ] GC(24) User=0.30s Sys=0.01s Real=0.03s
[2026-04-03T00:59:08.299+0600][14.695s][info][gc,start    ] GC(25) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:08.299+0600][14.695s][info][gc,task     ] GC(25) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,phases   ] GC(25)   Pre Evacuate Collection Set: 0.33ms
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,phases   ] GC(25)   Merge Heap Roots: 0.20ms
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,phases   ] GC(25)   Evacuate Collection Set: 5.71ms
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,phases   ] GC(25)   Post Evacuate Collection Set: 0.87ms
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,phases   ] GC(25)   Other: 0.10ms
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,heap     ] GC(25) Eden regions: 305->0(307)
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,heap     ] GC(25) Survivor regions: 5->10(39)
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,heap     ] GC(25) Old regions: 259->259
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,heap     ] GC(25) Humongous regions: 4->4
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,metaspace] GC(25) Metaspace: 9166K(9408K)->9166K(9408K) NonClass: 8317K(8448K)->8317K(8448K) Class: 848K(960K)->848K(960K)
[2026-04-03T00:59:08.306+0600][14.702s][info][gc          ] GC(25) Pause Young (Normal) (G1 Evacuation Pause) 1145M->544M(1258M) 7.490ms
[2026-04-03T00:59:08.306+0600][14.702s][info][gc,cpu      ] GC(25) User=0.05s Sys=0.00s Real=0.01s
[2026-04-03T00:59:09.031+0600][15.426s][info][gc,start    ] GC(26) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:09.031+0600][15.426s][info][gc,task     ] GC(26) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:09.072+0600][15.467s][info][gc,phases   ] GC(26)   Pre Evacuate Collection Set: 0.25ms
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,phases   ] GC(26)   Merge Heap Roots: 0.11ms
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,phases   ] GC(26)   Evacuate Collection Set: 39.23ms
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,phases   ] GC(26)   Post Evacuate Collection Set: 1.29ms
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,phases   ] GC(26)   Other: 0.09ms
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,heap     ] GC(26) Eden regions: 307->0(266)
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,heap     ] GC(26) Survivor regions: 10->40(40)
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,heap     ] GC(26) Old regions: 259->262
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,heap     ] GC(26) Humongous regions: 4->4
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,metaspace] GC(26) Metaspace: 9166K(9408K)->9166K(9408K) NonClass: 8317K(8448K)->8317K(8448K) Class: 848K(960K)->848K(960K)
[2026-04-03T00:59:09.072+0600][15.468s][info][gc          ] GC(26) Pause Young (Normal) (G1 Evacuation Pause) 1158M->611M(1258M) 41.297ms
[2026-04-03T00:59:09.072+0600][15.468s][info][gc,cpu      ] GC(26) User=0.39s Sys=0.00s Real=0.04s
[2026-04-03T00:59:09.898+0600][16.294s][info][gc,start    ] GC(27) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:09.898+0600][16.294s][info][gc,task     ] GC(27) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,phases   ] GC(27)   Pre Evacuate Collection Set: 0.22ms
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,phases   ] GC(27)   Merge Heap Roots: 0.15ms
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,phases   ] GC(27)   Evacuate Collection Set: 52.11ms
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,phases   ] GC(27)   Post Evacuate Collection Set: 2.71ms
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,phases   ] GC(27)   Other: 0.11ms
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,heap     ] GC(27) Eden regions: 266->0(352)
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,heap     ] GC(27) Survivor regions: 40->23(39)
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,heap     ] GC(27) Old regions: 262->304
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,heap     ] GC(27) Humongous regions: 8->8
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,metaspace] GC(27) Metaspace: 9166K(9408K)->9166K(9408K) NonClass: 8317K(8448K)->8317K(8448K) Class: 848K(960K)->848K(960K)
[2026-04-03T00:59:09.954+0600][16.349s][info][gc          ] GC(27) Pause Young (Normal) (G1 Evacuation Pause) 1151M->667M(1530M) 55.586ms
[2026-04-03T00:59:09.954+0600][16.349s][info][gc,cpu      ] GC(27) User=0.50s Sys=0.02s Real=0.06s
[2026-04-03T00:59:11.025+0600][17.420s][info][gc,start    ] GC(28) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:11.025+0600][17.420s][info][gc,task     ] GC(28) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,phases   ] GC(28)   Pre Evacuate Collection Set: 0.45ms
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,phases   ] GC(28)   Merge Heap Roots: 0.27ms
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,phases   ] GC(28)   Evacuate Collection Set: 17.98ms
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,phases   ] GC(28)   Post Evacuate Collection Set: 1.29ms
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,phases   ] GC(28)   Other: 0.19ms
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,heap     ] GC(28) Eden regions: 352->0(368)
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,heap     ] GC(28) Survivor regions: 23->23(47)
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,heap     ] GC(28) Old regions: 304->304
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,heap     ] GC(28) Humongous regions: 8->8
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,metaspace] GC(28) Metaspace: 9166K(9408K)->9166K(9408K) NonClass: 8317K(8448K)->8317K(8448K) Class: 848K(960K)->848K(960K)
[2026-04-03T00:59:11.045+0600][17.441s][info][gc          ] GC(28) Pause Young (Normal) (G1 Evacuation Pause) 1371M->667M(1530M) 20.536ms
[2026-04-03T00:59:11.045+0600][17.441s][info][gc,cpu      ] GC(28) User=0.18s Sys=0.00s Real=0.02s
[2026-04-03T00:59:11.213+0600][17.608s][info][gc,start    ] GC(29) Pause Full (System.gc())
[2026-04-03T00:59:11.213+0600][17.608s][info][gc,task     ] GC(29) Using 10 workers of 10 for full compaction
[2026-04-03T00:59:11.213+0600][17.609s][info][gc,phases,start] GC(29) Phase 1: Mark live objects
[2026-04-03T00:59:11.393+0600][17.788s][info][gc,phases      ] GC(29) Phase 1: Mark live objects 179.403ms
[2026-04-03T00:59:11.393+0600][17.788s][info][gc,phases,start] GC(29) Phase 2: Prepare compaction
[2026-04-03T00:59:11.418+0600][17.814s][info][gc,phases      ] GC(29) Phase 2: Prepare compaction 25.373ms
[2026-04-03T00:59:11.418+0600][17.814s][info][gc,phases,start] GC(29) Phase 3: Adjust pointers
[2026-04-03T00:59:11.501+0600][17.896s][info][gc,phases      ] GC(29) Phase 3: Adjust pointers 82.651ms
[2026-04-03T00:59:11.501+0600][17.897s][info][gc,phases,start] GC(29) Phase 4: Compact heap
[2026-04-03T00:59:11.541+0600][17.937s][info][gc,phases      ] GC(29) Phase 4: Compact heap 40.277ms
[2026-04-03T00:59:11.541+0600][17.937s][info][gc,phases,start] GC(29) Phase 5: Reset Metadata
[2026-04-03T00:59:11.555+0600][17.950s][info][gc,phases      ] GC(29) Phase 5: Reset Metadata 13.363ms
[2026-04-03T00:59:11.564+0600][17.959s][info][gc,heap        ] GC(29) Eden regions: 76->0(456)
[2026-04-03T00:59:11.564+0600][17.959s][info][gc,heap        ] GC(29) Survivor regions: 23->0(47)
[2026-04-03T00:59:11.564+0600][17.959s][info][gc,heap        ] GC(29) Old regions: 304->226
[2026-04-03T00:59:11.564+0600][17.959s][info][gc,heap        ] GC(29) Humongous regions: 8->2
[2026-04-03T00:59:11.564+0600][17.960s][info][gc,metaspace   ] GC(29) Metaspace: 9221K(9472K)->9221K(9472K) NonClass: 8368K(8512K)->8368K(8512K) Class: 852K(960K)->852K(960K)
[2026-04-03T00:59:11.564+0600][17.960s][info][gc             ] GC(29) Pause Full (System.gc()) 818M->445M(1520M) 351.106ms
[2026-04-03T00:59:11.564+0600][17.960s][info][gc,cpu         ] GC(29) User=3.20s Sys=0.09s Real=0.35s
[2026-04-03T00:59:13.895+0600][20.291s][info][gc,start       ] GC(30) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:13.896+0600][20.291s][info][gc,task        ] GC(30) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,phases      ] GC(30)   Pre Evacuate Collection Set: 0.59ms
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,phases      ] GC(30)   Merge Heap Roots: 0.26ms
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,phases      ] GC(30)   Evacuate Collection Set: 9.89ms
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,phases      ] GC(30)   Post Evacuate Collection Set: 1.08ms
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,phases      ] GC(30)   Other: 0.17ms
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,heap        ] GC(30) Eden regions: 456->0(446)
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,heap        ] GC(30) Survivor regions: 0->10(57)
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,heap        ] GC(30) Old regions: 226->226
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,heap        ] GC(30) Humongous regions: 2->2
[2026-04-03T00:59:13.908+0600][20.303s][info][gc,metaspace   ] GC(30) Metaspace: 10210K(10368K)->10210K(10368K) NonClass: 9322K(9408K)->9322K(9408K) Class: 887K(960K)->887K(960K)
[2026-04-03T00:59:13.908+0600][20.304s][info][gc             ] GC(30) Pause Young (Normal) (G1 Evacuation Pause) 1357M->465M(1520M) 12.351ms
[2026-04-03T00:59:13.908+0600][20.304s][info][gc,cpu         ] GC(30) User=0.11s Sys=0.00s Real=0.01s
[2026-04-03T00:59:15.450+0600][21.846s][info][gc,start       ] GC(31) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:15.450+0600][21.846s][info][gc,task        ] GC(31) Using 10 workers of 10 for evacuation
